t,cmd_ts,cmd_age_ms,cmd_fresh,ramping,target_0,target_1,target_2,target_3,target_4,target_5,target_6,applied_0,applied_1,applied_2,applied_3,applied_4,applied_5,applied_6,meas_0,meas_1,meas_2,meas_3,meas_4,meas_5,meas_gripper,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,eff_0,eff_1,eff_2,eff_3,eff_4,eff_5
1787275027.747899,1787275027.746377,1.521,1,1,0.002479,0.418260,0.296200,0.299673,-0.001717,-0.007443,1.000000,0.002480,0.416637,0.295884,0.304922,-0.001717,-0.007769,0.995694,0.002480,0.436980,0.280194,0.266079,-0.001717,-0.008202,0.994870,-0.002442,0.075702,-0.061050,-0.021978,0.007326,-0.007326,-0.088889,0.772650,7.282051,2.327228,-0.031746,-0.007326
1787275027.752899,1787275027.751346,1.554,1,1,0.002479,0.418264,0.296202,0.299670,-0.001717,-0.007442,1.000000,0.002480,0.416644,0.295886,0.304901,-0.001717,-0.007767,0.995711,0.002480,0.437362,0.279812,0.266079,-0.002098,-0.008202,0.994870,-0.002442,0.046398,-0.041514,-0.007326,-0.007326,-0.007326,-0.075214,0.868376,7.323077,2.297924,-0.026862,-0.012210
1787275027.757899,1787275027.756372,1.526,1,1,0.002479,0.418267,0.296204,0.299667,-0.001717,-0.007442,1.000000,0.002480,0.416651,0.295887,0.304880,-0.001717,-0.007766,0.995727,0.002480,0.437362,0.279812,0.266079,-0.002098,-0.008202,0.994870,-0.002442,0.046398,-0.041514,-0.007326,-0.007326,-0.007326,-0.075214,0.868376,7.323077,2.297924,-0.026862,-0.012210
1787275027.762899,1787275027.761031,1.868,1,1,0.002479,0.418270,0.296206,0.299664,-0.001717,-0.007441,1.000000,0.002480,0.416658,0.295889,0.304860,-0.001717,-0.007765,0.995744,0.002480,0.437743,0.279431,0.266079,-0.002098,-0.008202,0.994870,-0.007326,0.051282,-0.041514,-0.007326,-0.007326,0.007326,-0.075214,0.854701,7.336752,2.293040,-0.021978,-0.012210
1787275027.767901,1787275027.766032,1.869,1,1,0.002479,0.418273,0.296207,0.299662,-0.001717,-0.007441,1.000000,0.002480,0.416664,0.295890,0.304839,-0.001717,-0.007763,0.995761,0.002480,0.438125,0.279431,0.266079,-0.002098,-0.008202,0.994870,-0.002442,0.056166,-0.026862,-0.007326,-0.007326,-0.007326,-0.075214,0.827350,7.282051,2.293040,-0.031746,-0.012210
1787275027.772901,1787275027.771032,1.869,1,1,0.002479,0.418275,0.296208,0.299660,-0.001717,-0.007440,1.000000,0.002480,0.416671,0.295892,0.304818,-0.001717,-0.007762,0.995777,0.002480,0.438506,0.279431,0.266079,-0.002098,-0.008202,0.994870,-0.002442,0.046398,-0.021978,-0.007326,-0.007326,-0.007326,-0.088889,0.841026,7.282051,2.293040,-0.031746,-0.012210
1787275027.777901,1787275027.776033,1.868,1,1,0.002479,0.418277,0.296209,0.299659,-0.001717,-0.007440,1.000000,0.002480,0.416678,0.295893,0.304798,-0.001717,-0.007761,0.995794,0.002480,0.438506,0.279431,0.266079,-0.002098,-0.008202,0.994870,-0.002442,0.036630,-0.021978,-0.007326,-0.021978,-0.007326,-0.075214,0.854701,7.282051,2.288156,-0.026862,-0.012210
1787275027.782897,1787275027.781033,1.864,1,1,0.002479,0.418278,0.296210,0.299657,-0.001717,-0.007440,1.000000,0.002480,0.416684,0.295894,0.304777,-0.001717,-0.007759,0.995810,0.002480,0.438506,0.279049,0.265698,-0.002098,-0.008202,0.994870,-0.002442,0.012210,-0.017094,-0.065934,-0.007326,-0.021978,-0.088889,0.936752,7.268376,2.332112,-0.026862,-0.012210
1787275027.787898,1787275027.786031,1.868,1,1,0.002479,0.418280,0.296211,0.299656,-0.001717,-0.007440,1.000000,0.002480,0.416691,0.295896,0.304757,-0.001717,-0.007758,0.995827,0.002480,0.438506,0.279049,0.265316,-0.002098,-0.008202,0.994870,-0.002442,-0.002442,-0.017094,-0.051282,-0.021978,-0.007326,-0.088889,0.977778,7.268376,2.356532,-0.026862,-0.012210
1787275027.792897,1787275027.791031,1.866,1,1,0.002479,0.418281,0.296212,0.299655,-0.001717,-0.007440,1.000000,0.002480,0.416697,0.295897,0.304736,-0.001717,-0.007757,0.995844,0.002480,0.438506,0.279049,0.265316,-0.002098,-0.008202,0.994870,-0.002442,-0.007326,-0.012210,-0.036630,-0.007326,0.007326,-0.088889,1.032479,7.241026,2.361416,-0.031746,-0.012210
1787275027.797906,1787275027.796030,1.875,1,1,0.002479,0.418282,0.296212,0.299654,-0.001717,-0.007439,1.000000,0.002480,0.416704,0.295899,0.304716,-0.001717,-0.007756,0.995860,0.002480,0.438506,0.279049,0.265316,-0.002098,-0.008202,0.994870,-0.002442,-0.007326,-0.012210,-0.021978,0.007326,-0.007326,-0.088889,1.059829,7.241026,2.356532,-0.026862,-0.012210
1787275027.802895,1787275027.801031,1.864,1,1,0.002479,0.418283,0.296213,0.299653,-0.001717,-0.007439,1.000000,0.002480,0.416710,0.295900,0.304695,-0.001717,-0.007754,0.995877,0.002480,0.438506,0.279049,0.265316,-0.002098,-0.008202,0.994870,0.002442,-0.017094,-0.002442,-0.021978,-0.007326,-0.007326,-0.088889,1.114530,7.200000,2.332112,-0.026862,-0.012210
1787275027.807894,1787275027.806030,1.864,1,1,0.002479,0.418283,0.296213,0.299653,-0.001717,-0.007439,1.000000,0.002480,0.416717,0.295901,0.304675,-0.001717,-0.007753,0.995894,0.002480,0.438506,0.279049,0.265316,-0.002098,-0.008202,0.994870,0.002442,-0.017094,-0.002442,-0.021978,-0.007326,-0.007326,-0.088889,1.114530,7.200000,2.332112,-0.026862,-0.012210
